Name,Due Date,Link to search,Status,Industry,Company Size,Titles,Regions,,,,,,,,
Legality Simplified,2026-06-09,,Done,"Banking, finance, insurance",51-500,"CEO, Founder, Co-Founder, MD, Executive Director, CFO","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
Maven Profcon,2026-06-09,,Done,Medical devices,11-200,"CEO, Founder, Co-Founder, Managing Director, Executive Director, Chief Compliance Officer, Head of Compliance, VP of Compliance, Director of Compliance, Head of QA, VP of QA, Director of QA, Head of Regulatory, VP of Regulatory, Director of Regulatory",US,,,,,,,,
Alpha ICT - India,2026-06-09,,Done,"Chemicals, Medical Device",11-50,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Engineering, VP of Engineering, Director of Engineering, Head of R&D, VP of R&D, Director of R&D, Manager of Operations, R&D Manager",US,,,,,,,,
Techsurance,2026-06-09,,Done,Insurance,11 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Claims, Chief Underwriting Officer","UAE, Saudi Arabia, South Africa",,,,,,,,
Teemer Tech,2026-06-09,,Done,"Pharma, Chemicals",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing, Plant Head, Production Head","Bengaluru, Chennai",,,,,,,,
Simplileap,2026-06-08,https://app.apollo.io/#/people?contactEmailStatusV2[]=verified&personTitles[]=CTO&personTitles[]=cio&personTitles[]=Head%20of%20Product&personTitles[]=Product%20head&personTitles[]=director%20of%20product&personTitles[]=director%20of%20infrastructure&personTitles[]=head%20of%20infrastructure&personTitles[]=Vp%20of%20infrastructure&personTitles[]=COO&personTitles[]=Head%20of%20Operations&personTitles[]=VP%20of%20Operations&personTitles[]=Director%20of%20Operations&personTitles[]=CIO&personTitles[]=Head%20of%20IT&personTitles[]=VP%20of%20IT&personTitles[]=Director%20of%20IT&personTitles[]=Head%20of%20Technology&personTitles[]=Director%20of%20Technology&personTitles[]=co-founder&personTitles[]=founder&personTitles[]=chief%20product%20officer&personTitles[]=product%20director&personLocations[]=Singapore&personLocations[]=United%20Arab%20Emirates&personLocations[]=Hong%20Kong&organizationNumEmployeesRanges[]=21%2C50&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=501%2C1000&organizationNumEmployeesRanges[]=1001%2C2000&qOrganizationKeywordTags[]=trading%20platforms&qOrganizationKeywordTags[]=Crypto%20Platform&qOrganizationKeywordTags[]=digital%20asset%20trading&qOrganizationKeywordTags[]=trading%20platform&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&qNotOrganizationKeywordTags[]=software%20development&qNotOrganizationKeywordTags[]=Product%20engineering&qNotOrganizationKeywordTags[]=it%20services&qNotOrganizationKeywordTags[]=it%20services%20%26%20it%20consulting&excludedOrganizationKeywordFields[]=tags&excludedOrganizationKeywordFields[]=name&excludedOrganizationKeywordFields[]=social_media_description&sortAscending=false&sortByField=recommendations_score&page=1&recommendationConfigId=score,Done,,,,,,,,,,,,
AYC,2026-06-08,,Done,https://docs.google.com/spreadsheets/d/1nI3NJaoMqRbZCRQh6wIsV8S1aWwFlUQb-alwFsd-6S0/edit?gid=0#gid=0,,"CEO, Founder, Co-Founder, MD, Executive Director, Business Development Head",India,,,,,,,,
kandisa - Salesforce,2026-06-08,,Done,https://docs.google.com/spreadsheets/d/142wi3OePSX-sw5UxgFy-ZlRekbojLlxMiYudVOkYF5E/edit?gid=0#gid=0,,"Founder, Co-founder, CEO, Managing Director, Executive Director, Head of Operations, VP of Operations, Director of Operations, Head of Customer Success, VP of Customer Success, Director of Customer Success, Chief Revenue Officer","UK, Germany, France, Netherlands, Spain",,,,,,,,
Sensel,2026-06-08,,Done,https://docs.google.com/spreadsheets/d/1PJs41FEuym0DthZZEMcuswZ4oRb5prkZ-62g6FslR7Q/edit?gid=0#gid=0,,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Logistics, VP of Logistics, Director of Logistics, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing",India,,,,,,,,
No gap,2026-06-08,,Done,"Logistics & Supply Chain, Transportation, Warehousing",11 to 1000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Weeloy,2026-06-08,,Done,"Hotels, Resturant, Hospitality",11 to 1000,"General Manager, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Chief Revenue Officer, Chief Innovation Officer","Singapore, Thailand, Indonesia, Malaysia, Vietnam, United Arab Emirates, Bali",,,,,,,,
Indrones,2026-06-08,,Done,"Oil and energy, Renewables energy, Solar, Mining, Utlities",11-1000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Soucring, Director of Sourcing",India,,,,,,,,
Plus One,2026-06-08,,Done,"Personal beauty, Hospitality",11-5000,"CEO, Founder, Co-Founder, MD, Executive Director, CMO, VP of Marketing, Director of Marketing, Head of Marketing, Chief Growth Officer, Head of Branding, VP of Branding, Director of Branding, Chief Branding Officer, Head of Design, VP of Design, Director of Design, Head of Packaging, VP of Packaging, Director of Packaging",India,,,,,,,,
Parsan,2026-06-08,,Done,"Oil & Energy, Environmental Services, Mining or metals, Renewables & Environment, Construction, Architecture, Civil Engineering",11 to 1000 employees,"CEO, Founder, Co-Founder, Managing Director, Executive Director, CTO, CIO, COO, Executive Vice President, Project Manager, Head of Projects, VP of Projects, Director of Projects, Head of Operations, Director of Operations, VP of Operations, Head of Technology, Director of Technology, VP of Technology",India,,,,,,,,
Intellytics,2026-06-09,,Done,"Logistics, Transportation",11-500,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Smoketrees (LMS),2026-06-09,,Done,Education,51 to 500 employees,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
7 Unit (Singapore),2026-06-09,,Done,Finance,11-500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",Singapore,,,,,,,,
7 Unit (South Africa),2026-06-09,,Done,Finance,11-500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",South Africa,,,,,,,,
KRR,2026-06-09,,Done,Chemicals,51 to 5000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Soucring, Director of Sourcing",India,,,,,,,,
Radiant Global,2026-06-09,,Done,"Finance, Investment Management, Venture Capital, Private Equity, Asset Management, Fund Management, Alternative Investments",11 to 1000 employees,"COO, Head of Operations, VP of Operations, Director of Operations, CFO, Head of Finance, VP of Finance, Director of Finance, Partner, Managing Partner, Investment Director, Principal, Investment Manager, Head of Investments, Finance Manager, Fund Controller, Head of Fund Operations, Fund Operations Manager","Singapore, South Africa",,,,,,,,
Sensel Telematics,2026-06-09,,Done,"Do not apply, as companies are given",Do not add as company names are given,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Logistics, VP of Logistics, Director of Logistics, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing",India,,,,,,,,
Dbaas,2026-06-08,https://docs.google.com/spreadsheets/d/1pxR5U5HI7Rr9Mm1KvE9pJ59RbtOGWtV0dgBHj7WwBnw/edit?gid=0#gid=0,Done,https://docs.google.com/spreadsheets/d/1pxR5U5HI7Rr9Mm1KvE9pJ59RbtOGWtV0dgBHj7WwBnw/edit?gid=0#gid=0,,"CEO, Founder, Co-Founder, MD, Executive Director, COO, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, Head of Data, VP of Data, Director of Data, Chief Data Officer, Head of Infrastructure, VP of Infrastructure, Director of Infrastructure, Chief Infrastructure Officer, Platform Engineer, DBA Manager",India,,,,,,,,
Securweave,2026-06-09,,Done,"Aerospace, Airlines, Defence",11 to 5000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, Head of Information Security, VP of Information Security, Director of Information Security, CISO, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology",India,,,,,,,,
Protectt.ai,2026-06-08,Discuss with aryan before scraping,Done,Client list,,,,,,,,,,,
G-square (Credit risk),2026-06-09,Discuss with aryan before scraping,Done,"Finance, Banking",11-1000,"Chief Risk Officer, Chief Financial Officer, , Head of credit risk, Director of credit risk, VP of credit risk, Director of Risk, Head of Risk, VP of Risk","Phillipines, Thailand, Malaysia",,,,,,,,
Deflytics,2026-06-08,Discuss with aryan before scraping,Done,"Pharma, Chemicals, Agriculture, Food Manufacturing, Consumer Goods, IT Services, Retail",500-5000,"Head of Procurement, Director of Procurement, VP of Procurement, Chief Procurement officer, Chief Supply chain officer, Director of supply chain, Head of supply chain, VP Supply Chain* Head Supply Chain* S&OP Director* Head Demand Planning* Head Operations Planning",Mumbai,,,,,,,,
Kandisa,2026-06-09,Connect with aryan for salesforce link creation,Done,Education,,"HOD, Dean","UK, Germany, France, Netherlands, Spain",,,,,,,,
G-square (AI Offerings),2026-06-09,Discuss with aryan before scraping,Done,"Banking, Finance, Insurance",11-1000,"CTO, CIO, Head of AI, CMO, Director of AI, VP of AI, Head of BI, Director of BI, VP of BI, Head of Analytics, Head of Analytics, Head of Analytics","Egypt, Philippines, Thailand, Malaysia",,,,,,,,
Idea Forge,2026-06-08,Discuss with aryan before scraping,Done,"Adani Green Energy: https://www.adanigreenenergy.com/
ReNew Energy Global: https://www.renew.com/
Tata Power Renewable Energy: https://www.tatapowerrenewables.com/
JSW Energy: https://www.jsw.in/energy
ACME Solar: https://www.acme.in/
Avaada Energy: https://www.avaada.com/
Hero Future Energies: https://www.herofutureenergies.com/
Greenko Group: https://www.greenkogroup.com/
NTPC Green Energy (NGEL): https://www.ngel.in/
SECI (Solar Energy Corporation of India): https://www.seci.co.in/
UltraTech Cement: https://www.ultratechcement.com/
Shree Cement: https://www.shreecement.com/
Dalmia Bharat: https://www.dalmiabharat.com/
ACC Limited: https://www.acclimited.com/
Tata Steel: https://www.tatasteel.com/
JSW Steel: https://www.jswsteel.in/
Hindalco Industries: https://www.hindalco.com/
NMDC (National Mineral Development Corp): https://www.nmdc.co.in/
Adani Ports (APSEZ): https://www.adaniports.com/
JSW Infrastructure: https://www.jsw.in/infrastructure",,"COO, Head of Operations, VP of Operations, Director of Operations, Head of Security, VP of Security, Director of Security, Chief Security Officer, Head of Facility Management, VP of Facility Management, Director of Facility Management",India,,,,,,,,
Durvah IT Consulting,2026-06-09,,Done,"Kinaxis - Logistics, Electronics, Aerospace, Pharma",500 to 1000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, CIO, CTO, Head of Operations, VP of Operations, Director of Operations, Head of IT, VP of IT, Director of IT",US & UK,,,,,,,,
Nv-Gen automatio,2026-06-09,,Done,"Products (Machine Tending System, Servo Press System, Vision Inspection System, Transfer Shuttle System) - Mechanical & Industrial Engineering, Machinery, Electrical & Electronics Manufacturing, Automotive",200 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Plant Head, Head of Automation, Production Head, Manufacturing Head, Quality Head","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram, Aurangabad, Coimbatore, Faridabad, Bhiwadi–Rewari–Neemrana Zone",,,,,,,,
Western Heat & Forge,2026-06-09,,Done,"Automotive, Construction Equipment Manufacturing",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing","Romania, Poland, South Korea",,,,,,,,
Sensel,2026-06-09,,Done,"Logistics & Supply Chain, Warehousing, Shipping",11 to 5000 employees,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Logistics, VP of Logistics, Director of Logistics, Chief Procurement Officer, Head of Procurement, VP of Procurement, Director of Procurement, Head of Sourcing, VP of Sourcing, Director of Sourcing",India,,,,,,,,
Intellytics Solution,2026-06-09,Scrap previous link by adding VP/Head/Director of Engineering titles. Chief engineering titles,Done,,,,,,,,,,,,
Fitrofy,2026-06-08,Discuss with aryan before scraping,Done,"Dr. Reddy’s Laboratories
Sun Pharma
Glenmark Pharmaceuticals
Zydus Lifesciences
Alkem Laboratories
Lupin
Cipla
Torrent Pharmaceuticals
Biocon
USV
Mankind Pharma
Intas Pharmaceuticals
Aurobindo Pharma
Emcure Pharmaceuticals
Eris Lifesciences
Abbott India
Sanofi India
Novo Nordisk India
Eli Lilly India
Boehringer Ingelheim India
MSD India
AstraZeneca India
Bayer Zydus Pharma
Alembic Pharmaceuticals
JB Pharma
Ipca Laboratories
Wockhardt
Hetero Drugs
Macleods Pharmaceuticals
Ajanta Pharma",,"Founder, Co Founder, CEO, MD, Chief Medical Officer, Chief Clinical Officer, Chief Digital Officer, Chief Innovation Officer, Chief Technology Officer, Chief Product Officer, Chief Operating Officer, Chief Strategy Officer, Chief Growth Officer, Vp of Product, Head of Product, Director of Product, Vp of Operations, Head of Operations, Director of Operations",India,,,,,,,,
Wondersoft,2026-06-09,link carate  by  aryan,Done,"Do not add, company list is given",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO","Kenya, Nigeria, Mauritius",,,,,,,,
